tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles,visible,label,computed,refLabel,defaultValue
Resources,,theme,ontology_array,,if(hricore === true && type?.some(item => item.name !== 'Network' && item.name !== 'Catalogue')) 'This field is mandatory for HRICore compatibility',CatalogueOntologies,Themes,,,,dcat:theme,"A main category of the resource. A resource can have multiple themes, for health data theme must at least take the value 'Health', which is set as a default","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,= [{name: 'Health'}]
Resources,,applicable legislation,ontology_array,,if(hricore === true) 'This field is mandatory for HRICore compatibility',CatalogueOntologies,Legislations,,,,dcatap:applicableLegislation,"The legislation that mandates the creation or management of the resource. For health datasets, the value must include the data governance act, which is set as a default. URI's to other legislations may be included","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,= [{name: 'Data Governance Act'}]
Resources,,study details,heading,,,,,,,,,List of relevant collaborations,"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,collection start planned,date,,,,,,,,,When was the data collection planned to start?,"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,collection start actual,date,,,,,,,,,When was the data collection actually start?,"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,analysis start planned,date,,,,,,,,,When was the data analysis planned to start?,"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,analysis start actual,date,,,,,,,,,When did the data analysis actually start?,"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,data sources,ref_array,,,,Resources,,,,,Data sources that provided data into this study,"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,data extraction date,date,,,,,,,,,Date on which the study data was extracted,"DataCatalogueFlat,StudiesStaging",,,,,
Resources,,study methods,heading,,,,,,,,,Methodological aspects,"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,analysis plan,text,,,,,,,,,"A brief summary of the analysis method (e.g. risk estimation, measures of risk, internal/external validity)","DataCatalogueFlat,StudiesStaging",,,,,
Resources,,objectives,text,,,,,,,,,A short description of the study objective,"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Resources,,results,text,,,,,,,,,A brief summary of the results of the study on study completion (e.g. from abstract),"DataCatalogueFlat,EMA,StudiesStaging",,,,,
Subpopulations,,,,,,,,,,,,Subpopulations defined for this resource,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,resource,ref,1,TRUE,,Resources,,,,dcterms:source,Resource this subpopulation is part of,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,name,,1,TRUE,,,,,,dcterms:title,"Subpopulation name, e.g. 'mothers in first trimester','newborns'","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,pid,,,,,,,,,dcterms:identifier,Persistent identifier for this subpopulation,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,description,text,,,,,,,,dcterms:description,Subpopulation description,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,keywords,string_array,,,,,,,,dcat:keyword,Keywords to increase findability of this subpopulation. Try to use words that are not used in the description. Keywords are not displayed on the subpopulation page,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,number of participants,non_negative_int,,,,,,,,healthdcatap:numberOfUniqueIndividuals,Number of participants in this subpopulation,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,counts,refback,,,,Subpopulation counts,,subpopulation,,,"Total number of unique individuals per age(group), gender and year","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Subpopulations,,inclusion start,int,,,,,,,,dcat:startDate,Year of first included participant,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,inclusion end,int,,,,,,,,dcat:endDate,Year of last included participant. Leave empty if data collection is ongoing,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,age groups,ontology_array,,,CatalogueOntologies,Age groups,,,,,Age groups within this subpopulation,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,age min,non_negative_int,,,,,,,,healthdcatap:minimumTypicalAge,Minimum age of participants within this subpopulation,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,age max,non_negative_int,,,,,,,,healthdcatap:maximumTypicalAge,Maximum age of participants within this subpopulation,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,main medical condition,ontology_array,,,CatalogueOntologies,Diseases,,,,,"Disease groups within this subpopulation, based on ICD-10 and ORPHA code classifications","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,comorbidity,ontology_array,,,CatalogueOntologies,Diseases,,,,,"Comorbidity within this subpopulation, based on ICD-10 classification","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,countries,ontology_array,,,CatalogueOntologies,Countries,,,,dcterms:spatial,Countries where data from this subpopulation largely originate from,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,regions,ontology_array,,,CatalogueOntologies,Regions,,,,dcterms:coverage,Geographical regions where data from this subpopulation largely originate from,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,inclusion criteria,ontology_array,,,CatalogueOntologies,Inclusion Exclusion Criteria,,,,,Inclusion criteria applied to this subpopulation,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,other inclusion criteria,text,,,,,,,,,Other inclusion criteria applied to this subpopulation,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,exclusion criteria,ontology_array,,,CatalogueOntologies,Inclusion Exclusion Criteria,,,,,Exclusion criteria applied to this subpopulation,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,other exclusion criteria,text,,,,,,,,,Other exclusion criteria applied to this subpopulation,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,contact point,ref,,,,Contacts,resource,,,dcat:contactPoint,Contact point for this subpopulation. Value copied from Resources table,DataCatalogueFlat,,,,,
Subpopulations,,publisher,ref,,,,Organisations,resource,,,dcterms:publisher,Organisation that published this subpopulation. Value copied from Resources table,DataCatalogueFlat,,,,,
Subpopulations,,creator,ref_array,,,,Organisations,resource,,,dcterms:creator,Organisation(s) that created this subpopulation. Value copied from Resources table,DataCatalogueFlat,,,,,
Subpopulations,,issued,datetime,,,,,,,,dcterms:issued,When the data for this subpopulation was first published,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,modified,datetime,,,,,,,,dcterms:modified, When the data for this subpopulation was last modified,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulations,,theme,ontology_array,,,CatalogueOntologies,Themes,,,,dcat:theme,"A main category of the subpopulation. A subpopulation can have multiple themes, for health data theme must at least take the value 'Health', which is set as a default","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,= [{name: 'Health'}]
Subpopulations,,access rights,ontology,,,CatalogueOntologies,Access rights,,,,dcterms:accessRights,"Information that indicates whether the resource is publicly accessible, has access restrictions or is not public. A default is set for non-public access, because most health datasets contain sensitive information and rules and licenses apply to get access","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,= {name: 'Non public'}
Subpopulations,,applicable legislation,ontology_array,,,CatalogueOntologies,Legislations,,,,dcatap:applicableLegislation,"The legislation that mandates the creation or management of the subpopulation. For health datasets, the value must include the data governance act, which is set as a default. URI's to other legislations may be included","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,= [{name: 'Data Governance Act'}]
Subpopulations,,provenance statement,text,,,,,,,,dct:provenance,"A statement of any changes in ownership and custody of a resource since its creation that are significant for its authenticity, integrity, and interpretation","DataCatalogueFlat,EMA",,,,,
Linkages,,,,,,,,,,,,"Links between resources, e.g. data source and databank","DataCatalogueFlat,EMA,RWEStaging",,,,,
Linkages,,resource,ref,1,TRUE,,Resources,,,,,Main resource for this linkage,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Linkages,,linked resource,ref,1,TRUE,,Resources,,,,,Linked resource,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Linkages,,linkage strategy,ontology,,,CatalogueOntologies,Linkage strategies,,,,,The linkage method that was used to link resources,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Linkages,,linkage variable,text,,,,,,,,,"If a single variable (or linkage key) is used to link resources, provide a name and description of the variable","DataCatalogueFlat,EMA,RWEStaging",,,,,
Linkages,,linkage variable unique,bool,,,,,,,,,"If a single variable is used to link resources, is the variable a unique identifier?","DataCatalogueFlat,RWEStaging",,,,,
Linkages,,linkage completeness,text,,,,,,,,,Provide a high-level description of the completeness of linkages that are currently available between resources (max 100 words),"DataCatalogueFlat,EMA,RWEStaging",,,,,
Linkages,,pre linked,bool,,,,,,,,,Does the data source constitute of linked data sources?,"DataCatalogueFlat,EMA,RWEStaging",,,,,
Variable mappings,,,,,,,,,,,,"Mappings from collected or source variables to target or harmonised variables, optionally including ETL syntax","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variable mappings,,source,ref,1,TRUE,,Resources,,,,,Id of the resource that contains the source variable(s),"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variable mappings,,source dataset,ref,1,TRUE,,Datasets,source,,,,Name of the dataset that contains the source variable(s),"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variable mappings,,source variables,ref_array,,,,Variables,source dataset,,,,"Optional, source variable that was mapped from. You may also indicate that a mapping to a target variable was not done and leave this field empty (match = not available)","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variable mappings,,source variables other datasets,ref_array,,,,Variables,source,,,,"Optional, variables from other source datasets. Initially one may only define mapping between releases","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variable mappings,,target,ref,1,TRUE,,Resources,,,,,Id of the resource that contains the target variable,DataCatalogueFlat,,,,,
Variable mappings,,target dataset,ref,1,TRUE,,Datasets,target,,,,Name of the dataset that contains the target variable,DataCatalogueFlat,,,,,
Variable mappings,,target variable,ref,1,TRUE,,Variables,target dataset,,,,Target variable that was mapped to,DataCatalogueFlat,,,,,
Variable mappings,,repeats,text,1,TRUE,,,,,"if(!/^(([0-9]+)((, ?[0-9]+)*)|(NA))$/.test(repeats))'Repeats take the format 1,2,3 or 1, 2, 3 or NA'",,"In case of mapping to a repeated variable, specify which repeats were mapped to","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,NA
Variable mappings,,match,ontology,,TRUE,CatalogueOntologies,Status details,,,,,"Harmonisation match, i.e., complete, partial, na","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variable mappings,,description,text,,,,,,,,,Human readible description of the mapping,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variable mappings,,syntax,text,,,,,,,,,"Formal definition of the mapping, ideally in executable code","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variable mappings,,comments,text,,,,,,,,,Additional notes or comments,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Agents,,,,,,,,,,,"foaf:Agent,org:Organization","An organisation, department or individual","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Agents,,resource,ref,1,TRUE,,Resources,,,,,Resource this Agent is associated with,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Agents,,id,,1,TRUE,,,,,,,"Internal identifier. Ideally fill out acronym for an organisation (e.g. UMCG) and full name for a person (e.g. Ada Lovelace)""","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Agents,,type,ontology,,TRUE,CatalogueOntologies,Agent types,,,,,Type of agent: person or organisation,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,=mg_tableclass.includes('Organisations')? {name: 'Organisation'} : undefined
Agents,,name,,,,,,,,,,Name of the individual,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",type?.name === 'Individual',,,,
Agents,,organisation,ref,,,CatalogueOntologies,Organisations,,,,,Organisation name from Research Organization Registry (ROR).,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE,FAIR Genomes",type?.name === 'Organisation',,,,
Agents,,other organisation,text,,,,,,,,,"If your organisation is not listed, please look up in ROR: https://ror.org/ and preferably provide ROR id, otherwise fill out your organisation name.","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE,FAIR Genomes",type?.name === 'Organisation',,,,
Agents,,department,,,,,,,,,,Name of department within the organisation,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",type?.name === 'Organisation',,,,
Agents,,website,hyperlink,,,,,,,,foaf:homepage,A website representing this Agent,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",type?.name === 'Individual',,,,
Agents,,email,email,,if(resource?.hricore === true) 'This field is mandatory for HRICore compatibility',,,,,,foaf:mbox,E-mail address to contact this organisation or individual,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Agents,,logo,file,,,,,,,,foaf:logo,Logo of the organisation,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,INTEGRATE,FAIR Genomes",type?.name === 'Organisation',,,,
Agents,,role,ontology_array,,,CatalogueOntologies,Organisation roles,,,,,Type(s) of contribution or role in the resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE,FAIR Genomes",type?.name === 'Organisation',,,,
Agents,,organisation name,,,,,,,,,foaf:name,"Organisation name, copied value from ROR ontology for DCAT conform RDF generation","DataCatalogueFlat,EMA",,,,,
Agents,,organisation pid,,,,,,,,,dcterms:identifier,"ROR id, copied value from ROR ontology for DCAT conform RDF generation","DataCatalogueFlat,EMA",,,,,
Agents,,organisation website,hyperlink,,,,,,,,foaf:homepage,"Organisation website, copied value from ROR ontology for DCAT conform RDF generation","DataCatalogueFlat,EMA",,,,,
Reused variables,,,,,,,,,,,,Listing of variables from another resource that are re-used by a resource,DataCatalogueFlat,,,,,
Reused variables,,resource,ref,1,TRUE,,Resources,,,,,Resource reusing the variable,DataCatalogueFlat,,,,,
Reused variables,,variable,ref,1,TRUE,,Variables,,,,,Variable from another resource that is reused,DataCatalogueFlat,,,,,
Variables,,,,,,,,,,,,Definition of a variable,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,resource,ref,1,TRUE,,Resources,,,,,Resource that this variable is part of,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,dataset,ref,1,TRUE,,Datasets,resource,,,,Dataset that this variable is part of,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,name,,1,TRUE,,,,,,,"Name of the variable, unique within a dataset","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,useExternalDefinition,ref,,,,Variables,,,,,Refer to variable definition in other datasets,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging",,,,,
Variables,,label,,,,,,,,,,"Human readable name, if applicable","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,description,text,,,,,,,,,Description of the variable,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,collection event,ref_array,,,,Collection events,resource,,,,In case of protocolised data collection this defines the moment(s) in time this variable is collected on,"DataCatalogueFlat,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,format,ontology,,,CatalogueOntologies,Formats,,,,,"Data type, e.g. string, integer, decimal, date, datetime, etc.","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,unit,ontology,,,CatalogueOntologies,Units,,,,,"In case of a continuous variable, the unit that the variable values are expressed in","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,since version,,,,,,,,,,When this variable was introduced,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,until version,,,,,,,,,,"When this variable was removed, if applicable","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,reused in resources,refback,,,,Reused variables,,variable,,,Listing of variables from other resources that are reused by this resource,DataCatalogueFlat,,,,,
Variables,,repeat unit,ontology,,,CatalogueOntologies,Variable repeat units,,,,,"The repeat unit, in case the variable was repeatedly collected over time, e.g. month or week","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,repeat min,int,,,,,,,,,The first repeat unit,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,repeat max,int,,,,,,,,,The last repeat unit,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,example values,string_array,,,,,,,,,Example values for this variable,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,permitted values,refback,,,,Variable values,,variable,,,"Listing of variable values, filled out in Variable values table","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,keywords,ontology_array,,,CatalogueOntologies,Keywords,,,,,Keywords that will make the variable easier to find,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,generated_keywords,ontology_array,,,CatalogueOntologies,Keywords,,,,,"LLM generated keywords, generated based on variable name, label and description",DataCatalogueFlat,,,,,
Variables,,vocabularies,ontology_array,,,CatalogueOntologies,Vocabularies,,,,,Vocabularies used to express the values of this variable,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,notes,text,,,,,,,,,Any other information on this variable,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging",,,,,
Variables,,mappings,refback,,,,Variable mappings,,target variable,,,"Listing of harmonised variables this variable was mapped to, filled out in Variable mappings table","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Internal identifiers,,,,,,,,,,,,Internal identifier(s) for this resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Internal identifiers,,resource,ref,1,TRUE,,Resources,,,,,Resource that this internal identifier belongs to,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Internal identifiers,,identifier,text,1,TRUE,,,,,,,Internal identifier,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Internal identifiers,,internal identifier type,ontology,,,CatalogueOntologies,Internal identifier types,,,,,Internal identifier type,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Internal identifiers,,internal identifier type other,text,,,,,,,,,"If 'other', enter internal identifier type","DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Resource counts,,,,,,,,,,,,Quantitative information on the resource,"DataCatalogueFlat,RWEStaging,StudiesStaging,INTEGRATE",,,,,
Resource counts,,resource,ref,1,,,Resources,,,,,Resource id,"DataCatalogueFlat,RWEStaging,StudiesStaging,INTEGRATE",,,,,
Resource counts,,age group,ontology,1,,CatalogueOntologies,Age groups,,,,,Select the relevant age group for this quantitative information,"DataCatalogueFlat,RWEStaging,StudiesStaging,INTEGRATE",,,,,
Resource counts,,population size,int,,,,,,,,,"Total number of unique individuals with records captured in the data source (most recent count). In the catalogue, this will accommodate counts per year","DataCatalogueFlat,RWEStaging,StudiesStaging,INTEGRATE",,,,,
Resource counts,,active size,int,,,,,,,,,"Number of unique, active, or currently registered individuals with records captured in the data source (most recent count). In the catalogue, this will accommodate counts per year","DataCatalogueFlat,RWEStaging,StudiesStaging",,,,,
Resource counts,,no individuals with samples,int,,,,,,,,,"Number of unique individuals with records of biological samples (e.g., blood, urine) (most recent count). In the catalogue, this will accommodate counts per year ","DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging",,,,,
Resource counts,,mean observation years,int,,,,,,,,,Median years for which unique individuals with records captured in the data source are observable (most recent count),"DataCatalogueFlat,RWEStaging,StudiesStaging",,,,,
Resource counts,,mean years active,int,,,,,,,,,Median time for which unique individuals with records captured in the data source are observable (most recent count),"DataCatalogueFlat,RWEStaging,StudiesStaging",,,,,
Resource counts,,median age,int,,,,,,,,,Median age of individuals within data source,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,INTEGRATE",,,,,
Resource counts,,proportion female,int,,,,,,,,,Proportion of females in the data source,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,INTEGRATE",,,,,
Organisations,Agents,,,,,,,,,,"foaf:Agent,org:Organization","	Research organisations, departments and research groups","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Organisations,,is lead organisation,bool,,,,,,,,,Whether the organisation is the lead organisation of this resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE,FAIR Genomes",type?.name === 'Organisation',,,,
Resource mappings,,,,,,,,,,,,"Mapping from collected resources to standard/harmonised resources, optionally including ETL syntaxes","DataCatalogueFlat,EMA",,,,,
Resource mappings,,source,ref,1,TRUE,,Resources,,,,,Data resource that is being mapped to a (common) data model,"DataCatalogueFlat,EMA",,,,,
Resource mappings,,source version,string,,,,,,,,,Version of the resource that is being mapped,"DataCatalogueFlat,EMA",,,,,
Resource mappings,,target,ref,1,TRUE,,Resources,,,,,Model being mapped to,"DataCatalogueFlat,EMA",,,,,
Resource mappings,,target version,string,,,,,,,,,Version of the model being mapped to,"DataCatalogueFlat,EMA",,,,,
Resource mappings,,cdms other,,,,,,,,,,"If cdm is not under targets, which cdm was mapped to? (default = not applicable)","DataCatalogueFlat,EMA",,,,,
Resource mappings,,mapping status,ontology,,,CatalogueOntologies,Mapping status,,,,,Mapping status,"DataCatalogueFlat,EMA",,,,,
Resource mappings,,ETL frequency,int,,,,,,,,,"The frequency of the ETL process, in months","DataCatalogueFlat,EMA",,,,,
Resource mappings,,ETL specification url,hyperlink,,,,,,,,,Link to ETL specification documentation,"DataCatalogueFlat,EMA",,,,,
Resource mappings,,ETL specification document,file,,,,,,,,,Documentation concerning ETL details,"DataCatalogueFlat,EMA",,,,,
Documentation,,,,,,,,,,,,Documentation attached to a resource,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Documentation,,resource,ref,1,TRUE,,Resources,,,,,The resource this documentation is for,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Documentation,,name,,1,TRUE,,,,,,,Document name,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Documentation,,type,ontology,,,CatalogueOntologies,Document types,,,,,Type of documentation,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Documentation,,description,text,,,,,,,,,Description of the document,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Documentation,,url,hyperlink,,,,,,,,,Hyperlink to the source of the documentation,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
